Timestamp,hour,dayofweek,month,year,dayofyear,Temperature,Humidity,Demand
04-Jan-20,7,5,1,2020,4,18.95188618,70.38409988,4333.777794
04-Jan-20,8,5,1,2020,4,16.23875929,86.50420745,4060.839726
04-Jan-20,9,5,1,2020,4,17.17019137,74.45966594,3986.453678
04-Jan-20,10,5,1,2020,4,16.42447154,53.57172117,3885.043664
04-Jan-20,11,5,1,2020,4,23.71605094,68.7206667,4037.557466
04-Jan-20,12,5,1,2020,4,21.76940643,60.83639907,4233.965322
04-Jan-20,13,5,1,2020,4,15.44761853,55.63535304,3819.645422
04-Jan-20,14,5,1,2020,4,19.48317812,58.93629849,4392.871073
04-Jan-20,15,5,1,2020,4,13.7059101,64.41146127,4171.588615
04-Jan-20,16,5,1,2020,4,19.07233396,46.44211415,4466.677847
04-Jan-20,17,5,1,2020,4,11.9080912,50.87825307,4299.282709
04-Jan-20,18,5,1,2020,4,7.37402508,53.5814779,4289.431671
04-Jan-20,19,5,1,2020,4,15.31468461,43.71896633,4291.141985
04-Jan-20,20,5,1,2020,4,3,67.25657572,3667.797264
04-Jan-20,21,5,1,2020,4,3,51.58110791,3391.399352
04-Jan-20,22,5,1,2020,4,3,52.57261655,2590.409787
04-Jan-20,23,5,1,2020,4,3.192198723,50.16741581,2355.071525
05-Jan-20,0,6,1,2020,5,3,48.68621938,2289.192936
05-Jan-20,1,6,1,2020,5,3,59.47188446,1906.04278
05-Jan-20,2,6,1,2020,5,6.133569376,58.8001061,2127.242183
05-Jan-20,3,6,1,2020,5,3,72.50601575,1864.34224
05-Jan-20,4,6,1,2020,5,6.931248188,59.38828613,2293.199409
05-Jan-20,5,6,1,2020,5,9.795229992,75.06458254,2856.193178
05-Jan-20,6,6,1,2020,5,11.63989229,81.08373601,3564.226181
05-Jan-20,7,6,1,2020,5,12.90881361,64.86892842,3779.69747
05-Jan-20,8,6,1,2020,5,15.9176451,62.60990863,4165.11194
05-Jan-20,9,6,1,2020,5,18.10465694,56.67024635,4057.841362
05-Jan-20,10,6,1,2020,5,19.60118193,48.16852877,4035.706355
05-Jan-20,11,6,1,2020,5,14.02738145,61.40583442,3607.146398
05-Jan-20,12,6,1,2020,5,21.21669738,65.33107544,4148.00496
05-Jan-20,13,6,1,2020,5,14.89427143,62.70811553,3887.146734
05-Jan-20,14,6,1,2020,5,23.69640008,39.74935205,4478.047808
05-Jan-20,15,6,1,2020,5,11.79643485,66.38175203,4040.090707
05-Jan-20,16,6,1,2020,5,11.2393662,53.5845696,3995.239905
05-Jan-20,17,6,1,2020,5,13.43205172,45.51624367,4223.128991
05-Jan-20,18,6,1,2020,5,7.505927576,54.63580522,4431.970704
05-Jan-20,19,6,1,2020,5,4.898378993,59.86095631,4024.982082
05-Jan-20,20,6,1,2020,5,4.502978557,57.02523483,3655.790536
05-Jan-20,21,6,1,2020,5,7.831691424,28.5299208,3350.816786
05-Jan-20,22,6,1,2020,5,3.17293672,47.7603012,2702.10918
05-Jan-20,23,6,1,2020,5,3,62.5903847,2512.923066
06-Jan-20,0,0,1,2020,6,3,51.9405785,2493.028875
06-Jan-20,1,0,1,2020,6,3,59.23054177,2313.971788
06-Jan-20,2,0,1,2020,6,3,62.53194298,2227.698385
06-Jan-20,3,0,1,2020,6,5.608592335,71.75109187,2258.509568
06-Jan-20,4,0,1,2020,6,6.604428967,64.4350019,2413.605236
06-Jan-20,5,0,1,2020,6,5.302254201,45.94889963,2561.602656
06-Jan-20,6,0,1,2020,6,8.483159053,52.95392164,3850.139904
06-Jan-20,7,0,1,2020,6,15.05966337,58.91499532,4309.482409
06-Jan-20,8,0,1,2020,6,13.56538784,60.51416002,4603.552265
06-Jan-20,9,0,1,2020,6,17.25998259,63.22238127,4638.899029
06-Jan-20,10,0,1,2020,6,19.06015199,60.13902614,4425.400429
06-Jan-20,11,0,1,2020,6,26.50510862,75.50180287,4793.521871
06-Jan-20,12,0,1,2020,6,20.76489195,67.09950094,4662.564978
06-Jan-20,13,0,1,2020,6,20.9435417,67.08385739,4835.94608
06-Jan-20,14,0,1,2020,6,23.84831841,55.85663388,5073.080407
06-Jan-20,15,0,1,2020,6,17.34872934,46.18323408,4820.512822
06-Jan-20,16,0,1,2020,6,14.51644023,52.83441616,4733.816549
06-Jan-20,17,0,1,2020,6,13.42731767,42.30573625,4796.039663
06-Jan-20,18,0,1,2020,6,10.7714705,54.91637283,4791.518998
06-Jan-20,19,0,1,2020,6,5.7714967,46.25409683,4492.165854
06-Jan-20,20,0,1,2020,6,7.756598414,61.75868862,4398.302015
06-Jan-20,21,0,1,2020,6,4.449740282,29.2378086,3705.698515
06-Jan-20,22,0,1,2020,6,3,59.40640316,3211.918549
06-Jan-20,23,0,1,2020,6,3,62.26063682,2857.968639
07-Jan-20,0,1,1,2020,7,3,37.69704478,2216.875986
07-Jan-20,1,1,1,2020,7,3,84.69450383,2400.102433
07-Jan-20,2,1,1,2020,7,5.831921739,60.96950605,2493.107375
07-Jan-20,3,1,1,2020,7,5.124469438,44.25817811,2241.451559
07-Jan-20,4,1,1,2020,7,3.173952485,61.12069357,2406.161001
07-Jan-20,5,1,1,2020,7,10.60391471,68.0368728,3113.810048
07-Jan-20,6,1,1,2020,7,7.663717528,58.08006948,3794.72927
07-Jan-20,7,1,1,2020,7,10.98518801,59.09765993,4285.030093
07-Jan-20,8,1,1,2020,7,14.08464703,53.64654416,4470.762678
07-Jan-20,9,1,1,2020,7,14.454935,57.60021369,4262.41908
07-Jan-20,10,1,1,2020,7,17.85603181,63.9331331,4502.779174
07-Jan-20,11,1,1,2020,7,18.10694962,53.07929301,4157.819558
07-Jan-20,12,1,1,2020,7,17.2764194,67.69082941,4334.653348
07-Jan-20,13,1,1,2020,7,24.99366737,42.67267271,4995.672588
07-Jan-20,14,1,1,2020,7,19.04191702,49.17228767,4823.680247
07-Jan-20,15,1,1,2020,7,19.34472732,58.25664191,5067.747682
07-Jan-20,16,1,1,2020,7,14.01661633,37.63775184,4587.785143
07-Jan-20,17,1,1,2020,7,6.736631704,54.73490641,4833.704288
07-Jan-20,18,1,1,2020,7,17.78243507,49.29764945,5400.257796
07-Jan-20,19,1,1,2020,7,3,37.69667068,4424.534926
07-Jan-20,20,1,1,2020,7,7.116703931,46.15219722,4279.45432
07-Jan-20,21,1,1,2020,7,5.158935506,44.38545963,3768.807077
07-Jan-20,22,1,1,2020,7,3,46.82152983,2924.18954
07-Jan-20,23,1,1,2020,7,3,44.70809613,2657.65305
08-Jan-20,0,2,1,2020,8,3,47.89159208,2363.060115
08-Jan-20,1,2,1,2020,8,4.433665784,61.20972669,2282.558766
08-Jan-20,2,2,1,2020,8,5.000528804,63.86861831,2193.324174
08-Jan-20,3,2,1,2020,8,4.253476791,44.60320999,2208.724679
08-Jan-20,4,2,1,2020,8,5.966043542,85.92100773,2402.611018
08-Jan-20,5,2,1,2020,8,11.22801303,73.96297734,3372.983284
08-Jan-20,6,2,1,2020,8,7.224729521,71.77339329,3638.748816
08-Jan-20,7,2,1,2020,8,17.71086225,48.82891381,4650.003446
08-Jan-20,8,2,1,2020,8,14.32352388,68.04949843,4580.866193
08-Jan-20,9,2,1,2020,8,22.16470885,48.18761939,4685.795598
08-Jan-20,10,2,1,2020,8,24.25164318,61.88501258,4808.746091
08-Jan-20,11,2,1,2020,8,21.34612521,77.1651013,4451.561916
08-Jan-20,12,2,1,2020,8,18.85259903,66.08422536,4390.01605
08-Jan-20,13,2,1,2020,8,21.46072729,54.02646412,4654.018724
08-Jan-20,14,2,1,2020,8,12.81931027,57.58588279,4461.66156
08-Jan-20,15,2,1,2020,8,12.707981,57.43690508,4444.176447
08-Jan-20,16,2,1,2020,8,14.80339974,46.83439829,4902.958381
08-Jan-20,17,2,1,2020,8,13.05188329,48.09551657,4742.438983
08-Jan-20,18,2,1,2020,8,9.114416124,54.73358475,4986.645985
08-Jan-20,19,2,1,2020,8,3,59.20540386,4477.496995
08-Jan-20,20,2,1,2020,8,5.263470102,53.43032719,4240.586886
08-Jan-20,21,2,1,2020,8,6.970718683,37.68875649,4031.527406
08-Jan-20,22,2,1,2020,8,3,45.20503177,3185.961038
08-Jan-20,23,2,1,2020,8,3,59.72549654,2751.12628
09-Jan-20,0,3,1,2020,9,3,74.66864041,2419.645515
09-Jan-20,1,3,1,2020,9,3.288698863,68.1256334,2255.557966
09-Jan-20,2,3,1,2020,9,4.223054028,76.00046281,2234.33843
09-Jan-20,3,3,1,2020,9,3,78.04623937,2157.534881
09-Jan-20,4,3,1,2020,9,4.844128479,78.9768685,2443.876012
09-Jan-20,5,3,1,2020,9,3,53.61113062,2663.376424
09-Jan-20,6,3,1,2020,9,12.92957741,64.32204414,3892.411342
09-Jan-20,7,3,1,2020,9,13.70875599,80.50407412,4377.013845
09-Jan-20,8,3,1,2020,9,13.79666563,62.20695546,4529.470556
09-Jan-20,9,3,1,2020,9,22.28491353,72.37767134,4803.836487
09-Jan-20,10,3,1,2020,9,21.12374488,59.57421296,4424.647693
09-Jan-20,11,3,1,2020,9,21.92539586,76.3873191,4651.275946
09-Jan-20,12,3,1,2020,9,26.24993766,76.33631839,4958.943115
09-Jan-20,13,3,1,2020,9,19.62698891,51.93288991,4478.097311
09-Jan-20,14,3,1,2020,9,18.88074275,50.76440957,4477.509055
09-Jan-20,15,3,1,2020,9,12.69568186,65.54454939,4636.876506
09-Jan-20,16,3,1,2020,9,11.26646453,47.48287037,4532.622651
09-Jan-20,17,3,1,2020,9,9.898160783,30.63990167,4622.816364
09-Jan-20,18,3,1,2020,9,8.853404228,41.41070068,4866.30935
09-Jan-20,19,3,1,2020,9,8.828826194,38.15645574,4741.420453
09-Jan-20,20,3,1,2020,9,5.548229581,46.8217642,4082.614816
09-Jan-20,21,3,1,2020,9,3,49.19470092,3723.005394
09-Jan-20,22,3,1,2020,9,3,58.06762711,3205.971134
09-Jan-20,23,3,1,2020,9,3,77.46050433,2927.637425
10-Jan-20,0,4,1,2020,10,3,42.10757083,2483.26422
10-Jan-20,1,4,1,2020,10,3,53.35918163,2168.163766
10-Jan-20,2,4,1,2020,10,3,68.66102484,2355.204261
10-Jan-20,3,4,1,2020,10,4.752034216,54.6117724,2130.109936
10-Jan-20,4,4,1,2020,10,3,65.12058621,2589.870783
10-Jan-20,5,4,1,2020,10,7.088043333,71.98684325,3103.299381
10-Jan-20,6,4,1,2020,10,8.681509417,64.32932219,3832.905474
10-Jan-20,7,4,1,2020,10,14.35842527,66.28997485,4512.522319
10-Jan-20,8,4,1,2020,10,14.61845986,83.96870705,4720.169795
10-Jan-20,9,4,1,2020,10,15.43061377,68.13122874,4367.651969
10-Jan-20,10,4,1,2020,10,14.95809752,74.48487954,4369.957641
10-Jan-20,11,4,1,2020,10,21.58892523,47.82441064,4319.009476
10-Jan-20,12,4,1,2020,10,19.594612,59.74819626,4543.987625
10-Jan-20,13,4,1,2020,10,22.25939371,59.35093524,4750.545363
10-Jan-20,14,4,1,2020,10,17.64518069,52.39147285,4799.557183
10-Jan-20,15,4,1,2020,10,16.04196411,48.57524003,4623.121285
10-Jan-20,16,4,1,2020,10,14.4519731,52.0263875,4996.464184
10-Jan-20,17,4,1,2020,10,11.26081323,36.26759819,4658.019029
10-Jan-20,18,4,1,2020,10,12.62929247,45.79586594,4945.515515
10-Jan-20,19,4,1,2020,10,12.4926582,66.73924787,4809.312269
10-Jan-20,20,4,1,2020,10,7.067670728,56.97473053,4178.768371
10-Jan-20,21,4,1,2020,10,3,46.69117864,3775.662261
10-Jan-20,22,4,1,2020,10,3.339179523,48.66090794,3216.766828
10-Jan-20,23,4,1,2020,10,3.906313969,55.6135515,2832.68156
11-Jan-20,0,5,1,2020,11,3,49.24812039,2058.706654
11-Jan-20,1,5,1,2020,11,3,73.43351382,2136.947427
11-Jan-20,2,5,1,2020,11,3,52.60038822,1911.513689
11-Jan-20,3,5,1,2020,11,3,56.82507495,1875.331726
11-Jan-20,4,5,1,2020,11,4.82437023,50.57182575,2087.55765
11-Jan-20,5,5,1,2020,11,5.117510658,56.22017621,2549.845936
11-Jan-20,6,5,1,2020,11,12.16039546,80.34440427,3573.011786
11-Jan-20,7,5,1,2020,11,13.57069366,74.48930414,4141.162935
11-Jan-20,8,5,1,2020,11,16.45904592,56.78120702,4085.598811
11-Jan-20,9,5,1,2020,11,15.60682535,72.8956324,3990.088663
11-Jan-20,10,5,1,2020,11,19.71954256,54.5091281,4097.350917
11-Jan-20,11,5,1,2020,11,14.08179057,56.33216586,3441.051303
11-Jan-20,12,5,1,2020,11,19.38327518,58.99275046,4048.75429
11-Jan-20,13,5,1,2020,11,22.02648198,68.02920931,4308.90879
11-Jan-20,14,5,1,2020,11,19.97316873,48.11427195,4162.591064
11-Jan-20,15,5,1,2020,11,17.0268626,38.02179334,4078.843686
11-Jan-20,16,5,1,2020,11,14.4067133,54.1877696,4344.954153
11-Jan-20,17,5,1,2020,11,11.40577562,38.41087518,4270.599431
11-Jan-20,18,5,1,2020,11,12.05181858,47.15486339,4505.625684
11-Jan-20,19,5,1,2020,11,3.93543892,49.96839191,3934.06668
11-Jan-20,20,5,1,2020,11,5.03874422,60.79624464,3917.090108
11-Jan-20,21,5,1,2020,11,3,58.12676679,3362.91237
11-Jan-20,22,5,1,2020,11,3,43.11030013,2831.797314
11-Jan-20,23,5,1,2020,11,3,64.1343395,2551.532491
12-Jan-20,0,6,1,2020,12,3,60.49796057,2216.265388
12-Jan-20,1,6,1,2020,12,3,62.79209211,1912.749771
12-Jan-20,2,6,1,2020,12,3,61.73033042,2067.85777
12-Jan-20,3,6,1,2020,12,7.656005796,60.78665071,2052.60758
12-Jan-20,4,6,1,2020,12,3,69.82819834,2162.007293
12-Jan-20,5,6,1,2020,12,3.885353124,64.84180823,2563.131886
12-Jan-20,6,6,1,2020,12,10.78273002,70.61424484,3361.314579
12-Jan-20,7,6,1,2020,12,10.23906526,65.89266773,3770.391307
12-Jan-20,8,6,1,2020,12,15.34962321,58.57508498,4238.626598
12-Jan-20,9,6,1,2020,12,19.87358618,64.17778146,4293.925167
12-Jan-20,10,6,1,2020,12,16.4772049,58.48433132,3846.958842
12-Jan-20,11,6,1,2020,12,19.38236582,45.88304723,3963.423187
12-Jan-20,12,6,1,2020,12,18.99695973,60.18563081,4038.012234
12-Jan-20,13,6,1,2020,12,16.62199159,33.06934242,3882.917446
12-Jan-20,14,6,1,2020,12,17.698575,72.64949988,4306.397327
12-Jan-20,15,6,1,2020,12,18.88401424,58.79975813,4186.726714
12-Jan-20,16,6,1,2020,12,13.77825777,63.17345549,4424.866741
12-Jan-20,17,6,1,2020,12,7.694417173,61.81965092,4094.177119
12-Jan-20,18,6,1,2020,12,6.983628639,45.84726031,4102.080585
12-Jan-20,19,6,1,2020,12,8.608222097,49.01830935,4155.553655
12-Jan-20,20,6,1,2020,12,5.192448915,59.80449967,3792.9152
12-Jan-20,21,6,1,2020,12,4.504564286,51.20239649,3380.529124
12-Jan-20,22,6,1,2020,12,3,30.75517562,2656.529288
12-Jan-20,23,6,1,2020,12,6.321953836,34.00482218,2363.314171
13-Jan-20,0,0,1,2020,13,3,47.69785681,2514.054373
13-Jan-20,1,0,1,2020,13,4.839780431,49.36080205,2168.94512
13-Jan-20,2,0,1,2020,13,3,46.88606491,2070.096619
13-Jan-20,3,0,1,2020,13,4.132306366,56.52895479,2112.38928
13-Jan-20,4,0,1,2020,13,4.30373149,55.2923256,2372.554142
13-Jan-20,5,0,1,2020,13,8.443254249,57.6905638,2863.298777
13-Jan-20,6,0,1,2020,13,11.25766315,49.79125651,3712.07502
13-Jan-20,7,0,1,2020,13,12.54049534,84.56105503,4420.933853
13-Jan-20,8,0,1,2020,13,10.85115061,44.1497064,4220.786521
13-Jan-20,9,0,1,2020,13,17.04608587,49.39350439,4509.895536
13-Jan-20,10,0,1,2020,13,18.23045572,47.21083971,4492.333597
13-Jan-20,11,0,1,2020,13,25.82349939,43.77184819,4544.118821
13-Jan-20,12,0,1,2020,13,19.45911805,66.04145223,4505.364421
13-Jan-20,13,0,1,2020,13,19.81132592,40.68150231,4432.244269
13-Jan-20,14,0,1,2020,13,23.7700267,57.56340296,4956.912511
13-Jan-20,15,0,1,2020,13,14.70419275,51.31510193,4917.534213
13-Jan-20,16,0,1,2020,13,17.8589065,36.63062669,4984.521636
13-Jan-20,17,0,1,2020,13,11.45106822,39.87890528,4702.312829
13-Jan-20,18,0,1,2020,13,11.7328286,46.15699454,4926.786941
13-Jan-20,19,0,1,2020,13,8.339722,43.16988339,4669.993712
13-Jan-20,20,0,1,2020,13,11.70219155,50.21899164,4472.542972
13-Jan-20,21,0,1,2020,13,3,32.63498426,3667.760515
13-Jan-20,22,0,1,2020,13,3,61.2768383,3226.279555
13-Jan-20,23,0,1,2020,13,3.681546413,42.59732696,2743.799467
14-Jan-20,0,1,1,2020,14,3,48.71607404,2244.432884
14-Jan-20,1,1,1,2020,14,3,37.29711243,2157.121776
14-Jan-20,2,1,1,2020,14,3,68.70160325,2101.593959
14-Jan-20,3,1,1,2020,14,7.648179947,58.17424549,2328.40275
14-Jan-20,4,1,1,2020,14,8.590717637,66.63413991,2633.906927
14-Jan-20,5,1,1,2020,14,8.508436642,60.18710457,3296.669828
14-Jan-20,6,1,1,2020,14,11.45234949,61.34572807,3912.985799
14-Jan-20,7,1,1,2020,14,11.56057876,78.24215903,4400.834214
14-Jan-20,8,1,1,2020,14,16.80623204,71.35977339,4881.219048
14-Jan-20,9,1,1,2020,14,17.33447091,70.21780663,4430.808759
14-Jan-20,10,1,1,2020,14,21.4408311,47.41253071,4510.865395
14-Jan-20,11,1,1,2020,14,16.37477461,48.42612517,4049.400923
14-Jan-20,12,1,1,2020,14,22.38697065,48.53245075,4646.890724
14-Jan-20,13,1,1,2020,14,16.44022944,48.14129038,4385.649904
14-Jan-20,14,1,1,2020,14,16.26059083,47.31454721,4791.496641
14-Jan-20,15,1,1,2020,14,17.0876211,55.41975088,5056.634422
14-Jan-20,16,1,1,2020,14,16.47672086,47.78174331,4863.488895
14-Jan-20,17,1,1,2020,14,20.82724741,45.6757587,5540.510551
14-Jan-20,18,1,1,2020,14,9.472776896,34.46575151,4780.991688
14-Jan-20,19,1,1,2020,14,6.910719672,39.40126221,4709.28949
14-Jan-20,20,1,1,2020,14,5.775961376,47.82981065,4141.516282
14-Jan-20,21,1,1,2020,14,4.381926755,60.47836756,3899.83427
14-Jan-20,22,1,1,2020,14,3,48.33185177,3013.580351
14-Jan-20,23,1,1,2020,14,3,56.81431806,2585.412479
15-Jan-20,0,2,1,2020,15,3,58.02020747,2490.81925
15-Jan-20,1,2,1,2020,15,3,76.91223472,2404.220869
15-Jan-20,2,2,1,2020,15,3,54.67972406,2210.808488
15-Jan-20,3,2,1,2020,15,3.219851402,35.42249648,1897.975324
15-Jan-20,4,2,1,2020,15,9.706566908,70.52107734,2725.298523
15-Jan-20,5,2,1,2020,15,11.35528246,54.93757916,3042.851116
15-Jan-20,6,2,1,2020,15,13.2509423,59.146607,4029.913902
15-Jan-20,7,2,1,2020,15,11.90334076,60.76775089,4439.006213
15-Jan-20,8,2,1,2020,15,14.91571274,66.04947943,4606.668615
15-Jan-20,9,2,1,2020,15,18.03870321,66.08183293,4605.425889
15-Jan-20,10,2,1,2020,15,18.36849136,62.27017097,4265.753033
15-Jan-20,11,2,1,2020,15,19.38953772,58.07217431,4282.358731
15-Jan-20,12,2,1,2020,15,15.88295621,29.65173529,4186.716349
15-Jan-20,13,2,1,2020,15,17.17459818,33.36803099,4423.395242
15-Jan-20,14,2,1,2020,15,15.99363238,46.85645106,4621.42743
15-Jan-20,15,2,1,2020,15,12.899801,55.67744586,4555.5542
15-Jan-20,16,2,1,2020,15,20.71341266,39.31885142,5087.133968
15-Jan-20,17,2,1,2020,15,10.49810777,50.67858682,4900.163093
15-Jan-20,18,2,1,2020,15,8.444460594,41.65556935,4958.194721
15-Jan-20,19,2,1,2020,15,8.927439249,24.64205657,4523.944263
15-Jan-20,20,2,1,2020,15,9.045604285,66.22133907,4463.848314
15-Jan-20,21,2,1,2020,15,3,45.81134509,3810.121199
15-Jan-20,22,2,1,2020,15,3,39.97457468,3023.075226
15-Jan-20,23,2,1,2020,15,4.245323028,56.64051327,2964.001957
16-Jan-20,0,3,1,2020,16,3,46.43629626,2332.032727
16-Jan-20,1,3,1,2020,16,3.187504959,48.21840337,2333.605509
16-Jan-20,2,3,1,2020,16,3.380861822,54.86768577,2085.103942
16-Jan-20,3,3,1,2020,16,3,82.63634438,2173.647128
16-Jan-20,4,3,1,2020,16,4.794380357,59.9100432,2167.627897
16-Jan-20,5,3,1,2020,16,3,85.66787567,3052.729994
16-Jan-20,6,3,1,2020,16,10.91100573,64.28945976,4032.587642
16-Jan-20,7,3,1,2020,16,13.26114835,50.55262465,4103.976244
16-Jan-20,8,3,1,2020,16,20.41690748,56.80901457,4611.423133
16-Jan-20,9,3,1,2020,16,22.7030845,61.9296941,4747.934388
16-Jan-20,10,3,1,2020,16,20.74079575,48.32170125,4551.060692
16-Jan-20,11,3,1,2020,16,21.40932149,79.30874981,4502.447506
16-Jan-20,12,3,1,2020,16,21.56737541,52.6066599,4488.409685
16-Jan-20,13,3,1,2020,16,21.97764743,62.99778787,4729.1432
16-Jan-20,14,3,1,2020,16,23.14851686,55.25236284,4901.180716
16-Jan-20,15,3,1,2020,16,23.30208428,56.77340711,5197.785162
16-Jan-20,16,3,1,2020,16,15.32252238,41.13172482,4829.807946
16-Jan-20,17,3,1,2020,16,14.94233524,46.43739196,5082.921885
16-Jan-20,18,3,1,2020,16,11.10392005,52.8448778,4975.853153
16-Jan-20,19,3,1,2020,16,4.148796403,45.53493198,4426.651297
16-Jan-20,20,3,1,2020,16,3.407457799,37.51872642,3995.237016
16-Jan-20,21,3,1,2020,16,3,25.46726761,3487.510174
16-Jan-20,22,3,1,2020,16,3,63.14559806,3147.922396
16-Jan-20,23,3,1,2020,16,3,66.49877028,2880.300427
17-Jan-20,0,4,1,2020,17,3,51.81963496,2448.457892
