DATE,IPG2211A2N,IPG2211A2N_diff
2009-05-01,87.5366,-0.6606999999999914
2009-06-01,97.2387,9.702099999999987
2009-07-01,103.9086,6.669900000000013
2009-08-01,105.7486,1.8399999999999892
2009-09-01,94.8823,-10.866299999999995
2009-10-01,89.2977,-5.584599999999995
2009-11-01,89.3585,0.06080000000000041
2009-12-01,110.6844,21.32589999999999
2010-01-01,119.0166,8.3322
2010-02-01,110.533,-8.483599999999996
2010-03-01,98.2672,-12.265799999999999
2010-04-01,86.3,-11.967200000000005
2010-05-01,90.8364,4.5364
2010-06-01,104.3538,13.51740000000001
2010-07-01,112.8066,8.452799999999996
2010-08-01,112.9014,0.09479999999999222
2010-09-01,100.1209,-12.78049999999999
2010-10-01,88.9251,-11.195800000000006
2010-11-01,92.775,3.849900000000005
2010-12-01,114.3266,21.551599999999993
2011-01-01,119.488,5.1614
2011-02-01,107.3753,-12.112700000000004
2011-03-01,99.1028,-8.272499999999994
2011-04-01,89.3583,-9.744500000000002
2011-05-01,90.0698,0.7115000000000009
2011-06-01,102.8204,12.750600000000006
2011-07-01,114.7068,11.886399999999995
2011-08-01,113.5958,-1.1110000000000042
2011-09-01,99.4712,-14.124600000000001
2011-10-01,90.3566,-9.114599999999996
2011-11-01,93.8095,3.4528999999999996
2011-12-01,107.3312,13.521699999999996
2012-01-01,111.9646,4.633400000000009
2012-02-01,103.3679,-8.596699999999998
2012-03-01,93.5772,-9.790700000000001
2012-04-01,87.5566,-6.020600000000002
2012-05-01,92.7603,5.203699999999998
2012-06-01,101.14,8.3797
2012-07-01,113.0357,11.895700000000005
2012-08-01,109.8601,-3.175600000000003
2012-09-01,96.7431,-13.117000000000004
2012-10-01,90.3805,-6.3626000000000005
2012-11-01,94.3417,3.961200000000005
2012-12-01,105.2722,10.930499999999995
2013-01-01,115.501,10.228800000000007
2013-02-01,106.734,-8.76700000000001
2013-03-01,102.9948,-3.7391999999999967
2013-04-01,91.0092,-11.985599999999991
2013-05-01,90.9634,-0.04580000000001405
2013-06-01,100.6957,9.73230000000001
2013-07-01,110.148,9.452299999999994
2013-08-01,108.1756,-1.9723999999999933
2013-09-01,99.2809,-8.8947
2013-10-01,91.7871,-7.493800000000007
2013-11-01,97.2853,5.498200000000011
2013-12-01,113.4732,16.1879
2014-01-01,124.2549,10.7817
2014-02-01,112.8811,-11.373800000000003
2014-03-01,104.7631,-8.11800000000001
2014-04-01,90.2867,-14.476399999999998
2014-05-01,92.134,1.8473000000000042
2014-06-01,101.878,9.744
2014-07-01,108.5497,6.671700000000001
2014-08-01,108.194,-0.3556999999999988
2014-09-01,100.4172,-7.776800000000009
2014-10-01,92.3837,-8.03349999999999
2014-11-01,99.7033,7.319599999999994
2014-12-01,109.3477,9.644400000000005
2015-01-01,120.2696,10.921899999999994
2015-02-01,116.3788,-3.8907999999999987
2015-03-01,104.4706,-11.908199999999994
2015-04-01,89.7461,-14.724500000000006
2015-05-01,91.093,1.346900000000005
2015-06-01,102.6495,11.5565
2015-07-01,111.6354,8.9859
2015-08-01,110.5925,-1.042900000000003
2015-09-01,101.9204,-8.6721
2015-10-01,91.5959,-10.3245
2015-11-01,93.0628,1.4668999999999954
2015-12-01,103.2203,10.157499999999999
2016-01-01,117.0837,13.863399999999999
2016-02-01,106.6688,-10.414899999999989
2016-03-01,95.3548,-11.314000000000007
2016-04-01,89.3254,-6.029399999999995
2016-05-01,90.7369,1.4115000000000038
2016-06-01,104.0375,13.300599999999989
2016-07-01,114.5397,10.502200000000002
2016-08-01,115.5159,0.9762000000000057
2016-09-01,102.7637,-12.752200000000002
2016-10-01,91.4867,-11.277000000000001
2016-11-01,92.89,1.4033000000000015
2016-12-01,112.7694,19.879400000000004
2017-01-01,114.8505,2.081099999999992
2017-02-01,99.4901,-15.360399999999998
2017-03-01,101.0396,1.5494999999999948
2017-04-01,88.353,-12.686599999999999
2017-05-01,92.0805,3.7275000000000063
2017-06-01,102.1532,10.072699999999998
2017-07-01,112.1538,10.000600000000006
2017-08-01,108.9312,-3.2226
2017-09-01,98.6154,-10.31580000000001
2017-10-01,93.6137,-5.0017
2017-11-01,97.3359,3.722200000000001
2017-12-01,114.7212,17.3853
2018-01-01,129.4048,14.683599999999998
